dimensie/0/_name,dimensie/0/__text,dimensie/1/_name,dimensie/1/__text,dimensie/2/_name,dimensie/2/__text,dimensie/3/_name,dimensie/3/__text
aantal,"675085109,5",jaar,1995,netwerk,gewestwegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,"197363219,2",jaar,1995,netwerk,gemeentewegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,1329963813,jaar,1995,netwerk,snelwegen,voertuigtype,trekker met oplegger
aantal,"593100587,6",jaar,1995,netwerk,gewestwegen,voertuigtype,trekker met oplegger
aantal,"57004376,62",jaar,1995,netwerk,gemeentewegen,voertuigtype,trekker met oplegger
aantal,"373903834,1",jaar,1995,netwerk,snelwegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,147928594,jaar,1995,netwerk,gewestwegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"15537104,49",jaar,1995,netwerk,gemeentewegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"95147595,6",jaar,1996,netwerk,snelwegen,voertuigtype,motor
aantal,"289495072,2",jaar,1996,netwerk,gewestwegen,voertuigtype,motor
aantal,"156031013,6",jaar,1996,netwerk,gemeentewegen,voertuigtype,motor
aantal,12865186926,jaar,1996,netwerk,snelwegen,voertuigtype,personenwagen
aantal,16756405699,jaar,1996,netwerk,gewestwegen,voertuigtype,personenwagen
aantal,9182254523,jaar,1996,netwerk,gemeentewegen,voertuigtype,personenwagen
aantal,1154906521,jaar,1996,netwerk,snelwegen,voertuigtype,bestelwagen
aantal,1392746054,jaar,1996,netwerk,gewestwegen,voertuigtype,bestelwagen
aantal,"763930949,6",jaar,1996,netwerk,gemeentewegen,voertuigtype,bestelwagen
aantal,"117066968,7",jaar,1996,netwerk,snelwegen,voertuigtype,bus
aantal,"157343922,3",jaar,1996,netwerk,gewestwegen,voertuigtype,bus
aantal,"65337149,64",jaar,1996,netwerk,gemeentewegen,voertuigtype,bus
aantal,0,jaar,1996,netwerk,snelwegen,voertuigtype,speciaal voertuig
aantal,"41282051,06",jaar,1996,netwerk,gewestwegen,voertuigtype,speciaal voertuig
aantal,"94418381,26",jaar,1996,netwerk,gemeentewegen,voertuigtype,speciaal voertuig
aantal,"743798234,1",jaar,1996,netwerk,snelwegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,710039749,jaar,1996,netwerk,gewestwegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,"196116047,3",jaar,1996,netwerk,gemeentewegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,1391353107,jaar,1996,netwerk,snelwegen,voertuigtype,trekker met oplegger
aantal,"584174960,4",jaar,1996,netwerk,gewestwegen,voertuigtype,trekker met oplegger
aantal,"58810181,91",jaar,1996,netwerk,gemeentewegen,voertuigtype,trekker met oplegger
aantal,"383911630,5",jaar,1996,netwerk,snelwegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,144767945,jaar,1996,netwerk,gewestwegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"16012485,71",jaar,1996,netwerk,gemeentewegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"93071973,26",jaar,1997,netwerk,snelwegen,voertuigtype,motor
aantal,"286545708,2",jaar,1997,netwerk,gewestwegen,voertuigtype,motor
aantal,171483494,jaar,1997,netwerk,gemeentewegen,voertuigtype,motor
aantal,12868872274,jaar,1997,netwerk,snelwegen,voertuigtype,personenwagen
aantal,17378262053,jaar,1997,netwerk,gewestwegen,voertuigtype,personenwagen
aantal,9488684751,jaar,1997,netwerk,gemeentewegen,voertuigtype,personenwagen
aantal,1198610118,jaar,1997,netwerk,snelwegen,voertuigtype,bestelwagen
aantal,1559927573,jaar,1997,netwerk,gewestwegen,voertuigtype,bestelwagen
aantal,"816605187,3",jaar,1997,netwerk,gemeentewegen,voertuigtype,bestelwagen
aantal,"114772407,1",jaar,1997,netwerk,snelwegen,voertuigtype,bus
aantal,"160873372,1",jaar,1997,netwerk,gewestwegen,voertuigtype,bus
aantal,"63458421,74",jaar,1997,netwerk,gemeentewegen,voertuigtype,bus
aantal,0,jaar,1997,netwerk,snelwegen,voertuigtype,speciaal voertuig
aantal,"42334913,4",jaar,1997,netwerk,gewestwegen,voertuigtype,speciaal voertuig
aantal,"89446886,54",jaar,1997,netwerk,gemeentewegen,voertuigtype,speciaal voertuig
aantal,"765224425,5",jaar,1997,netwerk,snelwegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,"767027593,1",jaar,1997,netwerk,gewestwegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,"201175118,7",jaar,1997,netwerk,gemeentewegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,1432304654,jaar,1997,netwerk,snelwegen,voertuigtype,trekker met oplegger
aantal,"591229002,6",jaar,1997,netwerk,gewestwegen,voertuigtype,trekker met oplegger
aantal,"62592704,22",jaar,1997,netwerk,gemeentewegen,voertuigtype,trekker met oplegger
aantal,"388078739,6",jaar,1997,netwerk,snelwegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"145513241,1",jaar,1997,netwerk,gewestwegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"17025435,58",jaar,1997,netwerk,gemeentewegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"96092950,22",jaar,1998,netwerk,snelwegen,voertuigtype,motor
aantal,"277506088,2",jaar,1998,netwerk,gewestwegen,voertuigtype,motor
aantal,"183386171,2",jaar,1998,netwerk,gemeentewegen,voertuigtype,motor
aantal,13597669768,jaar,1998,netwerk,snelwegen,voertuigtype,personenwagen
aantal,17684100102,jaar,1998,netwerk,gewestwegen,voertuigtype,personenwagen
aantal,9572626001,jaar,1998,netwerk,gemeentewegen,voertuigtype,personenwagen
aantal,1312896265,jaar,1998,netwerk,snelwegen,voertuigtype,bestelwagen
aantal,1706160601,jaar,1998,netwerk,gewestwegen,voertuigtype,bestelwagen
aantal,"851381635,8",jaar,1998,netwerk,gemeentewegen,voertuigtype,bestelwagen
aantal,"118781368,3",jaar,1998,netwerk,snelwegen,voertuigtype,bus
aantal,"161329027,4",jaar,1998,netwerk,gewestwegen,voertuigtype,bus
aantal,"59905081,36",jaar,1998,netwerk,gemeentewegen,voertuigtype,bus
aantal,0,jaar,1998,netwerk,snelwegen,voertuigtype,speciaal voertuig
aantal,"42587150,42",jaar,1998,netwerk,gewestwegen,voertuigtype,speciaal voertuig
aantal,"82004566,87",jaar,1998,netwerk,gemeentewegen,voertuigtype,speciaal voertuig
aantal,"831257588,7",jaar,1998,netwerk,snelwegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,"812035128,4",jaar,1998,netwerk,gewestwegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,201448755,jaar,1998,netwerk,gemeentewegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,1556808560,jaar,1998,netwerk,snelwegen,voertuigtype,trekker met oplegger
aantal,"586592314,4",jaar,1998,netwerk,gewestwegen,voertuigtype,trekker met oplegger
aantal,"64991248,2",jaar,1998,netwerk,gemeentewegen,voertuigtype,trekker met oplegger
aantal,"414397485,3",jaar,1998,netwerk,snelwegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"143315210,8",jaar,1998,netwerk,gewestwegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"17661182,5",jaar,1998,netwerk,gemeentewegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"98002285,32",jaar,1999,netwerk,snelwegen,voertuigtype,motor
aantal,"270572087,8",jaar,1999,netwerk,gewestwegen,voertuigtype,motor
aantal,"200711770,6",jaar,1999,netwerk,gemeentewegen,voertuigtype,motor
aantal,14204651591,jaar,1999,netwerk,snelwegen,voertuigtype,personenwagen
aantal,18174405548,jaar,1999,netwerk,gewestwegen,voertuigtype,personenwagen
aantal,9912913787,jaar,1999,netwerk,gemeentewegen,voertuigtype,personenwagen
aantal,1420593317,jaar,1999,netwerk,snelwegen,voertuigtype,bestelwagen
aantal,1876846907,jaar,1999,netwerk,gewestwegen,voertuigtype,bestelwagen
aantal,"910315640,3",jaar,1999,netwerk,gemeentewegen,voertuigtype,bestelwagen
aantal,"121448572,5",jaar,1999,netwerk,snelwegen,voertuigtype,bus
aantal,"163334433,3",jaar,1999,netwerk,gewestwegen,voertuigtype,bus
aantal,"57753095,34",jaar,1999,netwerk,gemeentewegen,voertuigtype,bus
aantal,0,jaar,1999,netwerk,snelwegen,voertuigtype,speciaal voertuig
aantal,"43256010,17",jaar,1999,netwerk,gewestwegen,voertuigtype,speciaal voertuig
aantal,76352350,jaar,1999,netwerk,gemeentewegen,voertuigtype,speciaal voertuig
aantal,892373722,jaar,1999,netwerk,snelwegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,"867278811,5",jaar,1999,netwerk,gewestwegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,"207042765,8",jaar,1999,netwerk,gemeentewegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,1672201983,jaar,1999,netwerk,snelwegen,voertuigtype,trekker met oplegger
aantal,"587231657,2",jaar,1999,netwerk,gewestwegen,voertuigtype,trekker met oplegger
aantal,"69221148,44",jaar,1999,netwerk,gemeentewegen,voertuigtype,trekker met oplegger
aantal,"437487670,7",jaar,1999,netwerk,snelwegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"142345471,7",jaar,1999,netwerk,gewestwegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"18793796,88",jaar,1999,netwerk,gemeentewegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"97226370,34",jaar,2000,netwerk,snelwegen,voertuigtype,motor
aantal,246227613,jaar,2000,netwerk,gewestwegen,voertuigtype,motor
aantal,"218620062,8",jaar,2000,netwerk,gemeentewegen,voertuigtype,motor
aantal,14447539579,jaar,2000,netwerk,snelwegen,voertuigtype,personenwagen
aantal,17495225301,jaar,2000,netwerk,gewestwegen,voertuigtype,personenwagen
aantal,10243214992,jaar,2000,netwerk,gemeentewegen,voertuigtype,personenwagen
aantal,1495451140,jaar,2000,netwerk,snelwegen,voertuigtype,bestelwagen
aantal,1926759571,jaar,2000,netwerk,gewestwegen,voertuigtype,bestelwagen
aantal,"970414836,4",jaar,2000,netwerk,gemeentewegen,voertuigtype,bestelwagen
aantal,"120810995,7",jaar,2000,netwerk,snelwegen,voertuigtype,bus
aantal,"154829651,6",jaar,2000,netwerk,gewestwegen,voertuigtype,bus
aantal,"55231956,77",jaar,2000,netwerk,gemeentewegen,voertuigtype,bus
aantal,0,jaar,2000,netwerk,snelwegen,voertuigtype,speciaal voertuig
aantal,"41141444,4",jaar,2000,netwerk,gewestwegen,voertuigtype,speciaal voertuig
aantal,"70000958,25",jaar,2000,netwerk,gemeentewegen,voertuigtype,speciaal voertuig
aantal,"932364247,7",jaar,2000,netwerk,snelwegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,"866714247,6",jaar,2000,netwerk,gewestwegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,"212314375,3",jaar,2000,netwerk,gemeentewegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,1748074621,jaar,2000,netwerk,snelwegen,voertuigtype,trekker met oplegger
aantal,"550084151,6",jaar,2000,netwerk,gewestwegen,voertuigtype,trekker met oplegger
aantal,"73520735,45",jaar,2000,netwerk,gemeentewegen,voertuigtype,trekker met oplegger
aantal,"449698429,1",jaar,2000,netwerk,snelwegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"132216189,7",jaar,2000,netwerk,gewestwegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"19944141,68",jaar,2000,netwerk,gemeentewegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"101710773,4",jaar,2001,netwerk,snelwegen,voertuigtype,motor
aantal,"254775695,4",jaar,2001,netwerk,gewestwegen,voertuigtype,motor
aantal,"221974142,8",jaar,2001,netwerk,gemeentewegen,voertuigtype,motor
aantal,14426406930,jaar,2001,netwerk,snelwegen,voertuigtype,personenwagen
aantal,17533571389,jaar,2001,netwerk,gewestwegen,voertuigtype,personenwagen
aantal,10366794323,jaar,2001,netwerk,gemeentewegen,voertuigtype,personenwagen
aantal,1547085829,jaar,2001,netwerk,snelwegen,voertuigtype,bestelwagen
aantal,2022495841,jaar,2001,netwerk,gewestwegen,voertuigtype,bestelwagen
aantal,1030807773,jaar,2001,netwerk,gemeentewegen,voertuigtype,bestelwagen
aantal,"120838310,1",jaar,2001,netwerk,snelwegen,voertuigtype,bus
aantal,"164096205,2",jaar,2001,netwerk,gewestwegen,voertuigtype,bus
aantal,"55722327,9",jaar,2001,netwerk,gemeentewegen,voertuigtype,bus
aantal,0,jaar,2001,netwerk,snelwegen,voertuigtype,speciaal voertuig
aantal,"40117302,78",jaar,2001,netwerk,gewestwegen,voertuigtype,speciaal voertuig
aantal,"87863354,32",jaar,2001,netwerk,gemeentewegen,voertuigtype,speciaal voertuig
aantal,"887429804,6",jaar,2001,netwerk,snelwegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,"830187341,6",jaar,2001,netwerk,gewestwegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,"223121070,4",jaar,2001,netwerk,gemeentewegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,1824193671,jaar,2001,netwerk,snelwegen,voertuigtype,trekker met oplegger
aantal,578251764,jaar,2001,netwerk,gewestwegen,voertuigtype,trekker met oplegger
aantal,"94898653,06",jaar,2001,netwerk,gemeentewegen,voertuigtype,trekker met oplegger
aantal,"451234385,5",jaar,2001,netwerk,snelwegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"132778344,8",jaar,2001,netwerk,gewestwegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"20341871,36",jaar,2001,netwerk,gemeentewegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"107626091,1",jaar,2002,netwerk,snelwegen,voertuigtype,motor
aantal,"264366487,8",jaar,2002,netwerk,gewestwegen,voertuigtype,motor
aantal,222988528,jaar,2002,netwerk,gemeentewegen,voertuigtype,motor
aantal,14594882372,jaar,2002,netwerk,snelwegen,voertuigtype,personenwagen
aantal,17634315429,jaar,2002,netwerk,gewestwegen,voertuigtype,personenwagen
aantal,10380126354,jaar,2002,netwerk,gemeentewegen,voertuigtype,personenwagen
aantal,1620148939,jaar,2002,netwerk,snelwegen,voertuigtype,bestelwagen
aantal,2126984051,jaar,2002,netwerk,gewestwegen,voertuigtype,bestelwagen
aantal,1081660113,jaar,2002,netwerk,gemeentewegen,voertuigtype,bestelwagen
aantal,"122457968,2",jaar,2002,netwerk,snelwegen,voertuigtype,bus
aantal,"174098367,1",jaar,2002,netwerk,gewestwegen,voertuigtype,bus
aantal,"55614972,44",jaar,2002,netwerk,gemeentewegen,voertuigtype,bus
aantal,0,jaar,2002,netwerk,snelwegen,voertuigtype,speciaal voertuig
aantal,"39217002,88",jaar,2002,netwerk,gewestwegen,voertuigtype,speciaal voertuig
aantal,"105288302,5",jaar,2002,netwerk,gemeentewegen,voertuigtype,speciaal voertuig
aantal,"853272626,4",jaar,2002,netwerk,snelwegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,795962210,jaar,2002,netwerk,gewestwegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,"231795723,2",jaar,2002,netwerk,gemeentewegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,1925888797,jaar,2002,netwerk,snelwegen,voertuigtype,trekker met oplegger
aantal,"608935187,3",jaar,2002,netwerk,gewestwegen,voertuigtype,trekker met oplegger
aantal,"115865723,6",jaar,2002,netwerk,gemeentewegen,voertuigtype,trekker met oplegger
aantal,"458745598,7",jaar,2002,netwerk,snelwegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"133817653,6",jaar,2002,netwerk,gewestwegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"20527860,18",jaar,2002,netwerk,gemeentewegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"112501848,2",jaar,2003,netwerk,snelwegen,voertuigtype,motor
aantal,"270199717,2",jaar,2003,netwerk,gewestwegen,voertuigtype,motor
aantal,"221356427,3",jaar,2003,netwerk,gemeentewegen,voertuigtype,motor
aantal,14607954545,jaar,2003,netwerk,snelwegen,voertuigtype,personenwagen
aantal,17481167174,jaar,2003,netwerk,gewestwegen,voertuigtype,personenwagen
aantal,10270040025,jaar,2003,netwerk,gemeentewegen,voertuigtype,personenwagen
aantal,1677199036,jaar,2003,netwerk,snelwegen,voertuigtype,bestelwagen
aantal,2201405092,jaar,2003,netwerk,gewestwegen,voertuigtype,bestelwagen
aantal,1119979077,jaar,2003,netwerk,gemeentewegen,voertuigtype,bestelwagen
aantal,"122778412,2",jaar,2003,netwerk,snelwegen,voertuigtype,bus
aantal,"181648198,6",jaar,2003,netwerk,gewestwegen,voertuigtype,bus
aantal,"54845178,66",jaar,2003,netwerk,gemeentewegen,voertuigtype,bus
aantal,0,jaar,2003,netwerk,snelwegen,voertuigtype,speciaal voertuig
aantal,"37745296,72",jaar,2003,netwerk,gewestwegen,voertuigtype,speciaal voertuig
aantal,"121575836,6",jaar,2003,netwerk,gemeentewegen,voertuigtype,speciaal voertuig
aantal,"809027783,8",jaar,2003,netwerk,snelwegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,"750043497,2",jaar,2003,netwerk,gewestwegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,"237769806,4",jaar,2003,netwerk,gemeentewegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,2008887134,jaar,2003,netwerk,snelwegen,voertuigtype,trekker met oplegger
aantal,631015304,jaar,2003,netwerk,gewestwegen,voertuigtype,trekker met oplegger
aantal,"135592973,1",jaar,2003,netwerk,gemeentewegen,voertuigtype,trekker met oplegger
aantal,"461422643,7",jaar,2003,netwerk,snelwegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"132931961,6",jaar,2003,netwerk,gewestwegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"20470832,03",jaar,2003,netwerk,gemeentewegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"119489690,7",jaar,2004,netwerk,snelwegen,voertuigtype,motor
aantal,"278509718,9",jaar,2004,netwerk,gewestwegen,voertuigtype,motor
aantal,"222492622,3",jaar,2004,netwerk,gemeentewegen,voertuigtype,motor
aantal,14876900678,jaar,2004,netwerk,snelwegen,voertuigtype,personenwagen
aantal,17487886165,jaar,2004,netwerk,gewestwegen,voertuigtype,personenwagen
aantal,10288142994,jaar,2004,netwerk,gemeentewegen,voertuigtype,personenwagen
aantal,1765273102,jaar,2004,netwerk,snelwegen,voertuigtype,bestelwagen
aantal,2296024115,jaar,2004,netwerk,gewestwegen,voertuigtype,bestelwagen
aantal,1172641231,jaar,2004,netwerk,gemeentewegen,voertuigtype,bestelwagen
aantal,"125255691,3",jaar,2004,netwerk,snelwegen,voertuigtype,bus
aantal,"190865650,2",jaar,2004,netwerk,gewestwegen,voertuigtype,bus
aantal,"54758640,41",jaar,2004,netwerk,gemeentewegen,voertuigtype,bus
aantal,0,jaar,2004,netwerk,snelwegen,voertuigtype,speciaal voertuig
aantal,"36617973,34",jaar,2004,netwerk,gewestwegen,voertuigtype,speciaal voertuig
aantal,"139508015,4",jaar,2004,netwerk,gemeentewegen,voertuigtype,speciaal voertuig
aantal,"777621414,3",jaar,2004,netwerk,snelwegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,"710956352,5",jaar,2004,netwerk,gewestwegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,"246773306,4",jaar,2004,netwerk,gemeentewegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,2129479415,jaar,2004,netwerk,snelwegen,voertuigtype,trekker met oplegger
aantal,"658885537,4",jaar,2004,netwerk,gewestwegen,voertuigtype,trekker met oplegger
aantal,"157165776,9",jaar,2004,netwerk,gemeentewegen,voertuigtype,trekker met oplegger
aantal,"472249090,9",jaar,2004,netwerk,snelwegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"133262143,4",jaar,2004,netwerk,gewestwegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"20670492,02",jaar,2004,netwerk,gemeentewegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"125003026,8",jaar,2005,netwerk,snelwegen,voertuigtype,motor
aantal,"284789372,2",jaar,2005,netwerk,gewestwegen,voertuigtype,motor
aantal,222036479,jaar,2005,netwerk,gemeentewegen,voertuigtype,motor
aantal,14942260340,jaar,2005,netwerk,snelwegen,voertuigtype,personenwagen
aantal,17365847206,jaar,2005,netwerk,gewestwegen,voertuigtype,personenwagen
aantal,10232181076,jaar,2005,netwerk,gemeentewegen,voertuigtype,personenwagen
aantal,1831059067,jaar,2005,netwerk,snelwegen,voertuigtype,bestelwagen
aantal,2373969423,jaar,2005,netwerk,gewestwegen,voertuigtype,bestelwagen
aantal,1217500027,jaar,2005,netwerk,gemeentewegen,voertuigtype,bestelwagen
aantal,"126025964,9",jaar,2005,netwerk,snelwegen,voertuigtype,bus
aantal,"198700371,1",jaar,2005,netwerk,gewestwegen,voertuigtype,bus
aantal,"54275583,77",jaar,2005,netwerk,gemeentewegen,voertuigtype,bus
aantal,0,jaar,2005,netwerk,snelwegen,voertuigtype,speciaal voertuig
aantal,"35218227,71",jaar,2005,netwerk,gewestwegen,voertuigtype,speciaal voertuig
aantal,"156659071,3",jaar,2005,netwerk,gemeentewegen,voertuigtype,speciaal voertuig
aantal,"734060327,8",jaar,2005,netwerk,snelwegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,"666537568,8",jaar,2005,netwerk,gewestwegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,"254108414,9",jaar,2005,netwerk,gemeentewegen,voertuigtype,vrachtwagen uit 1 stuk
aantal,2223662682,jaar,2005,netwerk,snelwegen,voertuigtype,trekker met oplegger
aantal,681972718,jaar,2005,netwerk,gewestwegen,voertuigtype,trekker met oplegger
aantal,"177875890,4",jaar,2005,netwerk,gemeentewegen,voertuigtype,trekker met oplegger
aantal,"476689120,3",jaar,2005,netwerk,snelwegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"132611845,1",jaar,2005,netwerk,gewestwegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"20723404,71",jaar,2005,netwerk,gemeentewegen,voertuigtype,vrachtwagen met aanhangwagen
aantal,"134507185,3",jaar,2006,netwerk,snelwegen,voertuigtype,motor
aantal,"292265175,8",jaar,2006,netwerk,gewestwegen,voertuigtype,motor
aantal,"222491513,1",jaar,2006,netwerk,gemeentewegen,voertuigtype,motor
aantal,15455281536,jaar,2006,netwerk,snelwegen,voertuigtype,personenwagen
aantal,17317095537,jaar,2006,netwerk,gewestwegen,voertuigtype,personenwagen
aantal,10217875247,jaar,2006,netwerk,gemeentewegen,voertuigtype,personenwagen
aantal,1954561978,jaar,2006,netwerk,snelwegen,voertuigtype,bestelwagen
aantal,2461868022,jaar,2006,netwerk,gewestwegen,voertuigtype,bestelwagen
aantal,1267807818,jaar,2006,netwerk,gemeentewegen,voertuigtype,bestelwagen
aantal,"130582743,5",jaar,2006,netwerk,snelwegen,voertuigtype,bus
aantal,207367274,jaar,2006,netwerk,gewestwegen,voertuigtype,bus
aantal,"54011707,71",jaar,2006,netwerk,gemeentewegen,voertuigtype,bus
